task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
33	b5/74035f	3866008	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_INPUT_REP2_T1)	COMPLETED	0	2023-06-15 21:10:19.484	2.1s	0ms	145.9%	6.6 MB	220.7 MB	10.3 MB	5.4 KB
34	80/a61c57	3866013	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_INPUT_REP2_T1)	COMPLETED	0	2023-06-15 21:10:19.487	2.3s	1s	139.6%	6.9 MB	222 MB	10.3 MB	43.1 KB
35	ef/16969a	3867360	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SPT5_T0_REP1_T1)	COMPLETED	0	2023-06-15 21:10:21.049	1.4s	1s	181.2%	27.5 MB	1.7 GB	11.5 MB	8.4 MB
36	f2/b436f9	3868125	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T0_REP1_T1)	COMPLETED	0	2023-06-15 21:10:22.458	895ms	0ms	145.8%	6.6 MB	220.7 MB	8.5 MB	14.6 KB
22	2c/b59baf	3863090	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (SPT5_T0_REP2_T1)	COMPLETED	0	2023-06-15 21:10:15.847	7.6s	5s	188.1%	171.6 MB	589.4 MB	80.3 MB	61.8 MB
23	d3/423e0d	3863496	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (SPT5_T15_REP1_T1)	COMPLETED	0	2023-06-15 21:10:16.347	7.3s	5s	188.7%	161.3 MB	299.9 MB	81.2 MB	62.6 MB
24	4f/7be288	3863634	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (SPT5_T15_REP2_T1)	COMPLETED	0	2023-06-15 21:10:16.496	7.3s	6s	189.2%	153.2 MB	363.4 MB	79.9 MB	61.2 MB
39	ba/4d3ece	3868434	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_T0_REP1_T1)	COMPLETED	0	2023-06-15 21:10:23.366	1.5s	0ms	123.1%	3.1 MB	5.4 MB	126.5 KB	5.2 KB
37	81/3310dc	3868437	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SPT5_T0_REP1_T1)	COMPLETED	0	2023-06-15 21:10:23.371	1.6s	0ms	142.0%	7 MB	222 MB	8.5 MB	66.7 KB
38	d1/4c138a	3868448	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SPT5_T0_REP1_T1)	COMPLETED	0	2023-06-15 21:10:23.376	1.7s	0ms	132.5%	6.6 MB	220.7 MB	8.5 MB	5.4 KB
40	d0/915515	3868547	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SPT5_T0_REP2_T1)	COMPLETED	0	2023-06-15 21:10:23.417	2.3s	1s	185.6%	25.4 MB	1.7 GB	11.7 MB	8.3 MB
41	fd/262611	3868604	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SPT5_T15_REP1_T1)	COMPLETED	0	2023-06-15 21:10:23.626	2.3s	1s	167.6%	25.6 MB	1.7 GB	11.9 MB	8.7 MB
42	6f/11b893	3868661	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (SPT5_T15_REP2_T1)	COMPLETED	0	2023-06-15 21:10:23.828	2.2s	1s	182.7%	23.5 MB	1.7 GB	11.6 MB	8.7 MB
43	c4/180f0e	3869940	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T0_REP2_T1)	COMPLETED	0	2023-06-15 21:10:25.743	1.5s	0ms	138.8%	6.7 MB	220.7 MB	8.4 MB	16.2 KB
45	42/da40bd	3870049	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T15_REP2_T1)	COMPLETED	0	2023-06-15 21:10:25.993	1.4s	0ms	122.5%	6.7 MB	220.7 MB	8.8 MB	15.1 KB
44	e0/f8a3e9	3869998	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (SPT5_T15_REP1_T1)	COMPLETED	0	2023-06-15 21:10:25.903	1.8s	0ms	140.6%	6.6 MB	220.7 MB	8.8 MB	15 KB
54	54/bb96af	3871378	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SPT5_T0_REP2_T1)	COMPLETED	0	2023-06-15 21:10:27.298	1.7s	0ms	96.0%	3.1 MB	5.4 MB	128.1 KB	5.2 KB
