nodeConfig,build-linux-kernel1,fio2,fio3,fio4,fio5,fio6,fio7,fio8,fio9,iperf10,iperf11,iperf12,iperf13,john-the-ripper14,john-the-ripper15,ramspeed16,ramspeed17,ramspeed18,ramspeed19,ramspeed20,ramspeed21,ramspeed22,ramspeed23,ramspeed24,ramspeed25,stream26,stream27,stream28,stream29,taskName,wfName,pCpu,cpus,rss,vmem,rchar,wchar,syscr,syscw,realtime,rank
182,6,11,1,6,1,2,2,2,2,5,6,1,26,6,5,8,7,7,8,8,8,7,6,9,10,3,6,2,3,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,151.36000061035156,2,600582826.66666667,5655088059.73333333,330022639.6,35474376.4,87308.933333333333,4750.2666666666666667,41133.333333333333,15
165,24,4,1,6,1,2,2,2,2,7,7,1,1,25,22,26,26,25,25,24,25,25,25,26,26,26,26,26,26,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,154.64666646321615,2,661413614.93333333,5315096029.86666667,330027013.46666667,35474379.533333333333,87279.2,4750.4,42200,16
166,16,18,1,6,1,2,2,2,2,9,26,1,25,15,14,13,11,13,12,11,11,13,12,12,13,12,14,12,12,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,149.59333292643228,2,642598775.46666667,5696471859.2,330028796.26666667,35474396.333333333333,87270.6,4750.8,42666.666666666667,17
181,17,18,1,21,1,2,2,2,2,15,22,1,26,16,13,16,14,14,14,14,13,16,14,14,14,11,13,11,11,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,150.58666534423827,2,615006208,5673021440,330032274,35474417.666666666667,87321.066666666667,4751.3333333333333333,42800,18
190,8,1,25,3,27,1,1,1,1,1,1,1,1,10,12,18,18,18,18,19,20,18,18,18,15,9,9,9,9,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,153.27999979654948,2,584774724.26666667,5766251588.26666667,330054463.8,35474518.733333333333,87418.066666666667,4753.8,48666.666666666667,19
188,27,1,25,1,25,27,27,27,27,6,11,1,1,27,25,27,27,27,27,27,27,27,27,27,27,27,17,27,27,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,154.6000020345052,2,668687018.66666667,5318414609.06666667,330059311.6,35474522.066666666667,87433.533333333333,4753.9333333333333333,50666.666666666667,20
170,10,11,1,6,1,2,2,2,2,27,16,1,1,5,18,15,16,16,16,16,16,15,15,16,17,16,16,16,16,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,151.76000010172527,2,584007680,5687110041.6,330068137.46666667,35474600.8,87516.466666666667,4755.8666666666666667,53266.666666666667,21
189,19,1,25,1,26,26,26,26,26,21,7,1,1,20,20,24,24,26,26,26,26,26,26,24,24,18,20,17,18,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,151.77999979654948,2,624932727.46666667,5687337233.06666667,330067459.33333333,35474573.733333333333,87503.8,4755.2,53400,22
185,9,11,1,6,1,2,2,2,2,19,7,1,1,8,19,17,17,17,17,17,17,17,17,17,18,22,23,22,22,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,152.1933344523112,2,560245418.66666667,5668537685.33333333,330068275.93333333,35474605.133333333333,87520.266666666667,4756,54000,23
183,25,25,1,27,1,2,2,2,2,20,14,1,16,24,26,20,20,20,20,20,19,20,21,20,19,21,22,21,21,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,151.44666697184246,2,640779605.33333333,5315565704.53333333,330068553.2,35474605.6,87495.2,4756.0666666666666667,54266.666666666667,24
168,26,4,1,6,1,2,2,2,2,23,11,1,1,26,27,19,19,19,19,18,18,19,19,19,20,20,19,19,19,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,151.51333414713542,2,608900710.4,5317148125.86666667,330071947.93333333,35474616.066666666667,87494.666666666667,4756.3333333333333333,54466.666666666667,25
169,18,11,1,6,1,2,2,2,2,22,15,1,19,18,24,14,15,15,15,15,15,14,16,15,16,17,18,18,17,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,150.14666646321615,2,534547933.86666667,5673016251.73333333,330074964.13333333,35474644.533333333333,87559.066666666667,4757,54533.333333333333,26
184,20,18,1,21,1,2,2,2,2,17,7,1,1,17,23,21,21,21,22,22,22,22,23,21,22,19,21,20,20,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:ASCIIGENOME,nfcore/viralrecon:2.1,150.14666595458985,2,564926054.4,5691880243.2,330073585.4,35474633.666666666667,87515.533333333333,4756.7333333333333333,55133.333333333333,27
176,4,4,1,6,1,2,2,2,2,13,17,1,15,3,3,12,13,12,13,13,14,12,13,11,12,6,3,6,6,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,139.93999938964845,2,29397265.066666666667,68366609.066666666667,27584735.2,24638870.866666666667,6903.4666666666666667,6036,1600,1
172,11,11,1,6,1,2,2,2,2,10,18,1,17,11,7,4,3,4,4,4,4,5,5,4,4,13,10,13,13,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,137.23333231608072,2,30921796.266666666667,73977309.866666666667,27586208.466666666667,24638868.466666666667,6904.1333333333333333,6036,1666.6666666666666667,2
171,21,4,1,6,1,2,2,2,2,12,11,1,1,21,15,22,22,22,21,21,21,21,20,22,21,23,24,23,23,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,144.9933329264323,2,30977501.866666666667,80707037.866666666667,27585721.2,24638867.266666666667,6905,6036,1666.6666666666666667,2
192,12,18,1,6,1,2,2,2,2,26,19,1,1,12,9,7,9,8,9,10,10,9,8,8,7,14,11,14,14,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,137.69333241780598,2,29401907.2,68358144,27585373.4,24638869.466666666667,6903.8,6036,1733.3333333333333333,4
175,14,4,1,6,1,2,2,2,2,24,25,1,23,13,10,10,12,11,11,12,12,11,9,10,11,15,12,15,15,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,139.76666666666668,2,28627217.066666666667,65002154.666666666667,27584079.6,24638868.266666666667,6904,6036,1733.3333333333333333,4
191,22,11,1,21,1,2,2,2,2,16,23,1,21,22,17,23,23,23,23,23,23,23,22,23,23,24,25,24,24,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,144.03999938964844,2,28967731.2,65002154.666666666667,27585369.533333333333,24638868.266666666667,6903.4666666666666667,6036,1800,6
173,1,18,1,21,1,2,2,2,2,14,27,1,1,1,1,9,10,9,10,9,9,8,11,7,9,4,1,4,4,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,138.24666646321614,2,30514380.8,73959287.466666666667,27585551.6,24638869.866666666667,6904,6036,1800,6
179,3,25,1,4,1,2,2,2,2,4,4,1,1,9,8,1,2,1,1,1,2,1,2,1,1,8,4,8,8,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,140.38666585286458,2,34693120,76186965.333333333333,27584126.8,24638871.666666666667,6903.2666666666666667,6036,1933.3333333333333333,8
178,13,4,1,21,1,2,2,2,2,2,3,1,1,19,16,2,1,2,2,2,1,2,1,2,2,7,5,7,7,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,139.7933359781901,2,34022741.333333333333,75068484.266666666667,27583738.6,24638869.666666666667,6902.1333333333333333,6036,2000,9
186,15,4,1,4,1,2,2,2,2,25,24,1,24,14,11,5,6,5,5,6,7,4,4,5,5,10,15,10,10,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,138.5800018310547,2,34310007.466666666667,77323741.866666666667,27586086.533333333333,24638868.466666666667,6904.1333333333333333,6036,2066.6666666666666667,10
193,2,18,1,6,1,2,2,2,2,3,5,1,17,2,2,6,5,6,6,5,6,6,7,6,6,5,2,5,5,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,140.18000030517578,2,29848917.333333333333,69476625.066666666667,27586701.666666666667,24638869.266666666667,6903.8666666666666667,6036,2133.3333333333333333,11
180,23,18,1,6,1,2,2,2,2,11,20,1,20,23,21,25,25,24,24,25,24,24,24,25,25,25,27,25,25,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,143.62000020345053,2,33245047.466666666667,76186965.333333333333,27584810.333333333333,24638869.466666666667,6902.6,6036,2200,12
166,16,18,1,6,1,2,2,2,2,9,26,1,25,15,14,13,11,13,12,11,11,13,12,12,13,12,14,12,12,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,138.5999979654948,2,33978231.466666666667,77314457.6,27586254.666666666667,24638869.666666666667,6903.9333333333333333,6036,2200,12
165,24,4,1,6,1,2,2,2,2,7,7,1,1,25,22,26,26,25,25,24,25,25,25,26,26,26,26,26,26,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,142.31333719889324,2,32988910.933333333333,76187238.4,27584930.6,24638868.733333333333,6903.6666666666666667,6036,2466.6666666666666667,14
181,17,18,1,21,1,2,2,2,2,15,22,1,26,16,13,16,14,14,14,14,13,16,14,14,14,11,13,11,11,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,136.07999776204426,2,34001988.266666666667,79569715.2,27585468.4,24638869.666666666667,6903.6666666666666667,6036,2600,15
182,6,11,1,6,1,2,2,2,2,5,6,1,26,6,5,8,7,7,8,8,8,7,6,9,10,3,6,2,3,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,136.16666717529296,2,33559074.133333333333,78450961.066666666667,27585338.8,24638871.066666666667,6903.9333333333333333,6036,2666.6666666666666667,16
168,26,4,1,6,1,2,2,2,2,23,11,1,1,26,27,19,19,19,19,18,18,19,19,19,20,20,19,19,19,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,141.70000101725262,2,32174899.2,81824426.666666666667,27586028.4,24638868.066666666667,6903.5333333333333333,6036,2733.3333333333333333,17
187,5,25,1,6,1,2,2,2,2,18,2,1,22,4,4,3,4,3,3,3,3,3,3,3,3,1,7,1,1,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,137.08666585286457,2,33401241.6,77332753.066666666667,27586078.933333333333,24638869.266666666667,6904,6036,2733.3333333333333333,17
169,18,11,1,6,1,2,2,2,2,22,15,1,19,18,24,14,15,15,15,15,15,14,16,15,16,17,18,18,17,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,141.5200002034505,2,34018372.266666666667,81824426.666666666667,27586037.933333333333,24638869.866666666667,6903.8,6036,2800,19
188,27,1,25,1,25,27,27,27,27,6,11,1,1,27,25,27,27,27,27,27,27,27,27,27,27,27,17,27,27,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,157.3800018310547,2,32485376,81824699.733333333333,27585948.466666666667,24638870.066666666667,6904.0666666666666667,6036,2800,19
167,7,11,1,21,1,2,2,2,2,8,21,1,1,7,6,11,8,10,7,7,5,10,10,13,8,2,8,3,2,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,134.76666717529298,2,32511590.4,78441949.866666666667,27585489.666666666667,24638870.866666666667,6903.9333333333333333,6036,2933.3333333333333333,21
183,25,25,1,27,1,2,2,2,2,20,14,1,16,24,26,20,20,20,20,20,19,20,21,20,19,21,22,21,21,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,142.6066650390625,2,32145954.133333333333,81824426.666666666667,27584376.6,24638868.266666666667,6902.7333333333333333,6036,2933.3333333333333333,21
170,10,11,1,6,1,2,2,2,2,27,16,1,1,5,18,15,16,16,16,16,16,15,15,16,17,16,16,16,16,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,140.51333312988282,2,33872008.533333333333,79569715.2,27585939.333333333333,24638871.466666666667,6904.6,6036,3066.6666666666666667,23
189,19,1,25,1,26,26,26,26,26,21,7,1,1,20,20,24,24,26,26,26,26,26,26,24,24,18,20,17,18,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,150.70000101725262,2,33926075.733333333333,80697480.533333333333,27587236.666666666667,24638871.066666666667,6904.0666666666666667,6036,3066.6666666666666667,23
184,20,18,1,21,1,2,2,2,2,17,7,1,1,17,23,21,21,21,22,22,22,22,23,21,22,19,21,20,20,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,137.71999918619792,2,35129480.533333333333,81815415.466666666667,27586047.533333333333,24638869.666666666667,6902.7333333333333333,6036,3133.3333333333333333,25
185,9,11,1,6,1,2,2,2,2,19,7,1,1,8,19,17,17,17,17,17,17,17,17,17,18,22,23,22,22,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,136.77333272298176,2,34692027.733333333333,76195976.533333333333,27586481.533333333333,24638870.466666666667,6903.3333333333333333,6036,3266.6666666666666667,26
190,8,1,25,3,27,1,1,1,1,1,1,1,1,10,12,18,18,18,18,19,20,18,18,18,15,9,9,9,9,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_CONSENSUS,nfcore/viralrecon:2.1,145.126665242513,2,34384281.6,80696934.4,27587143.666666666667,24638872.066666666667,6904.4,6036,3600,27
171,21,4,1,6,1,2,2,2,2,12,11,1,1,21,15,22,22,22,21,21,21,21,20,22,21,23,24,23,23,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,117.0933334350586,2,37695488,82697966.933333333333,27613102.2,24573228.266666666667,6910,6079.6666666666666667,4333.3333333333333333,1
172,11,11,1,6,1,2,2,2,2,10,18,1,17,11,7,4,3,4,4,4,4,5,5,4,4,13,10,13,13,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,113.4000010172526,2,36564992,79280537.6,27615344,24573231.2,6909.3333333333333333,6079.7333333333333333,4666.6666666666666667,2
173,1,18,1,21,1,2,2,2,2,14,27,1,1,1,1,9,10,9,10,9,9,8,11,7,9,4,1,4,4,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,115.37333272298177,2,36595029.333333333333,82667383.466666666667,27612932.533333333333,24573230.866666666667,6908.9333333333333333,6079.6666666666666667,4933.3333333333333333,3
191,22,11,1,21,1,2,2,2,2,16,23,1,21,22,17,23,23,23,23,23,23,23,22,23,23,24,25,24,24,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,116.95333353678386,2,36597486.933333333333,82652364.8,27612750.4,24573229.266666666667,6908.4666666666666667,6079.6666666666666667,4933.3333333333333333,3
176,4,4,1,6,1,2,2,2,2,13,17,1,15,3,3,12,13,12,13,13,14,12,13,11,12,6,3,6,6,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,114.35333302815755,2,36584106.666666666667,82640076.8,27612116.333333333333,24573231.866666666667,6908.4,6079.6666666666666667,5000,5
175,14,4,1,6,1,2,2,2,2,24,25,1,23,13,10,10,12,11,11,12,12,11,9,10,11,15,12,15,15,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,113.8,2,37709960.533333333333,82721723.733333333333,27611460.6,24573229.266666666667,6909.0666666666666667,6079.6666666666666667,5200,6
192,12,18,1,6,1,2,2,2,2,26,19,1,1,12,9,7,9,8,9,10,10,9,8,8,7,14,11,14,14,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,113.26666666666667,2,36339712,82667656.533333333333,27612754.533333333333,24573230.466666666667,6908.8666666666666667,6079.6666666666666667,5600,7
193,2,18,1,6,1,2,2,2,2,3,5,1,17,2,2,6,5,6,6,5,6,6,7,6,6,5,2,5,5,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,114.56666666666666,2,37317563.733333333333,82660556.8,27615837.266666666667,24573232,6909,6079.7333333333333333,5800,8
180,23,18,1,6,1,2,2,2,2,11,20,1,20,23,21,25,25,24,24,25,24,24,24,25,25,25,27,25,25,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,116.87333221435547,2,35785386.666666666667,82649361.066666666667,27612191.533333333333,24573230.466666666667,6907.6,6079.6666666666666667,6000,9
165,24,4,1,6,1,2,2,2,2,7,7,1,1,25,22,26,26,25,25,24,25,25,25,26,26,26,26,26,26,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,116.67333323160807,2,35767637.333333333333,82649361.066666666667,27612311.533333333333,24573229.733333333333,6908.6666666666666667,6079.6666666666666667,6266.6666666666666667,10
186,15,4,1,4,1,2,2,2,2,25,24,1,24,14,11,5,6,5,5,6,7,4,4,5,5,10,15,10,10,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,113.07333272298177,2,36627797.333333333333,82641715.2,27613468.066666666667,24573229.466666666667,6909.2,6079.6666666666666667,6800,11
178,13,4,1,21,1,2,2,2,2,2,3,1,1,19,16,2,1,2,2,2,1,2,1,2,2,7,5,7,7,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,112.2999994913737,2,36693060.266666666667,82649088,27611119.8,24573230.666666666667,6907.1333333333333333,6079.6666666666666667,6866.6666666666666667,12
166,16,18,1,6,1,2,2,2,2,9,26,1,25,15,14,13,11,13,12,11,11,13,12,12,13,12,14,12,12,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,112.91333363850912,2,37525640.533333333333,82680217.6,27615390.866666666667,24573232.4,6909,6079.7333333333333333,6933.3333333333333333,13
181,17,18,1,21,1,2,2,2,2,15,22,1,26,16,13,16,14,14,14,14,13,16,14,14,14,11,13,11,11,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,113.52666676839193,2,37348147.2,82676394.666666666667,27612849.8,24573230.733333333333,6908.6666666666666667,6079.6666666666666667,6933.3333333333333333,13
179,3,25,1,4,1,2,2,2,2,4,4,1,1,9,8,1,2,1,1,1,2,1,2,1,1,8,4,8,8,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,111.9999989827474,2,36255880.533333333333,82649634.133333333333,27611507.933333333333,24573232.666666666667,6908.2666666666666667,6079.6666666666666667,7000,15
167,7,11,1,21,1,2,2,2,2,8,21,1,1,7,6,11,8,10,7,7,5,10,10,13,8,2,8,3,2,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,114.77999979654948,2,37822737.066666666667,82685132.8,27612870.733333333333,24573231.933333333333,6908.9333333333333333,6079.6666666666666667,7133.3333333333333333,16
187,5,25,1,6,1,2,2,2,2,18,2,1,22,4,4,3,4,3,3,3,3,3,3,3,3,1,7,1,1,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,114.32666625976563,2,37043677.866666666667,82649361.066666666667,27613460.333333333333,24573230.333333333333,6908.9333333333333333,6079.6666666666666667,7333.3333333333333333,17
188,27,1,25,1,25,27,27,27,27,6,11,1,1,27,25,27,27,27,27,27,27,27,27,27,27,27,17,27,27,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,123.84666595458984,2,37843763.2,82687863.466666666667,27613329.8,24573231.066666666667,6908.9333333333333333,6079.6666666666666667,7466.6666666666666667,18
168,26,4,1,6,1,2,2,2,2,23,11,1,1,26,27,19,19,19,19,18,18,19,19,19,20,20,19,19,19,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,115.73333384195963,2,37460377.6,82666564.266666666667,27615164.266666666667,24573230.933333333333,6908.8666666666666667,6079.7333333333333333,8200,19
183,25,25,1,27,1,2,2,2,2,20,14,1,16,24,26,20,20,20,20,20,19,20,21,20,19,21,22,21,21,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,115.68000030517578,2,37402760.533333333333,82672025.6,27617021.066666666667,24573234.533333333333,6908.1333333333333333,6079.8666666666666667,8200,19
182,6,11,1,6,1,2,2,2,2,5,6,1,26,6,5,8,7,7,8,8,8,7,6,9,10,3,6,2,3,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,113.35999908447266,2,37459558.4,82669021.866666666667,27614475.133333333333,24573234,6909.1333333333333333,6079.7333333333333333,8266.6666666666666667,21
189,19,1,25,1,26,26,26,26,26,21,7,1,1,20,20,24,24,26,26,26,26,26,26,24,24,18,20,17,18,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,118.24666595458984,2,37120682.666666666667,82661376,27614618.533333333333,24573232.466666666667,6909.2,6079.6666666666666667,8733.3333333333333333,22
190,8,1,25,3,27,1,1,1,1,1,1,1,1,10,12,18,18,18,18,19,20,18,18,18,15,9,9,9,9,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,119.02666727701823,2,37619302.4,82667383.466666666667,27614525.333333333333,24573233.466666666667,6909.7333333333333333,6079.6666666666666667,8800,23
184,20,18,1,21,1,2,2,2,2,17,7,1,1,17,23,21,21,21,22,22,22,22,23,21,22,19,21,20,20,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,113.7000010172526,2,38003507.2,82678579.2,27613429.333333333333,24573231.133333333333,6907.8666666666666667,6079.6666666666666667,8866.6666666666666667,24
169,18,11,1,6,1,2,2,2,2,22,15,1,19,18,24,14,15,15,15,15,15,14,16,15,16,17,18,18,17,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,112.95999959309896,2,38068770.133333333333,82688136.533333333333,27616929.266666666667,24573234.866666666667,6909.1333333333333333,6079.8,8933.3333333333333333,25
185,9,11,1,6,1,2,2,2,2,19,7,1,1,8,19,17,17,17,17,17,17,17,17,17,18,22,23,22,22,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,115.46000010172526,2,38183458.133333333333,82677486.933333333333,27615618.733333333333,24573234.066666666667,6908.6,6079.7333333333333333,9466.6666666666666667,26
170,10,11,1,6,1,2,2,2,2,27,16,1,1,5,18,15,16,16,16,16,16,15,15,16,17,16,16,16,16,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS,nfcore/viralrecon:2.1,114.72666676839192,2,37846493.866666666667,82696328.533333333333,27615076.666666666667,24573235.066666666667,6909.5333333333333333,6079.7333333333333333,10000,27
171,21,4,1,6,1,2,2,2,2,12,11,1,1,21,15,22,22,22,21,21,21,21,20,22,21,23,24,23,23,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:NEXTCLADE,nfcore/viralrecon:2.1,129.96666870117187,2,248067959.46666667,2258671206.4,11542790.2,2591.3333333333333333,328.3333333333333333,110.6666666666666667,1533.3333333333333333,1
173,1,18,1,21,1,2,2,2,2,14,27,1,1,1,1,9,10,9,10,9,9,8,11,7,9,4,1,4,4,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:NEXTCLADE,nfcore/viralrecon:2.1,135.27333374023436,2,240257160.53333333,2253998489.6,11574005.266666666667,2594.7333333333333333,352.7333333333333333,111.0666666666666667,1666.6666666666666667,2
191,22,11,1,21,1,2,2,2,2,16,23,1,21,22,17,23,23,23,23,23,23,23,22,23,23,24,25,24,24,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:NEXTCLADE,nfcore/viralrecon:2.1,129.0933349609375,2,225064277.33333333,2242383872,11542844.933333333333,2587.2666666666666667,328.2666666666666667,110.3333333333333333,1666.6666666666666667,2
176,4,4,1,6,1,2,2,2,2,13,17,1,15,3,3,12,13,12,13,13,14,12,13,11,12,6,3,6,6,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:NEXTCLADE,nfcore/viralrecon:2.1,135.4933329264323,2,236668518.4,2257323349.33333333,11573694.2,2600.5333333333333333,353.9333333333333333,111.6666666666666667,1666.6666666666666667,2
179,3,25,1,4,1,2,2,2,2,4,4,1,1,9,8,1,2,1,1,1,2,1,2,1,1,8,4,8,8,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:NEXTCLADE,nfcore/viralrecon:2.1,132.13333333333333,2,223721608.53333333,2239363754.66666667,11572951.2,2601.2666666666666667,355.3333333333333333,111.5333333333333333,1733.3333333333333333,5
193,2,18,1,6,1,2,2,2,2,3,5,1,17,2,2,6,5,6,6,5,6,6,7,6,6,5,2,5,5,NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:NEXTCLADE,nfcore/viralrecon:2.1,134.2933339436849,2,224593237.33333333,2237933704.53333333,11573982.066666666667,2600,354.2666666666666667,111.8,1733.3333333333333333,5
