task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
7	1f/b9ac8f	4113405	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (EZH2_IP_NTKO_REP2_T1)	COMPLETED	0	2023-06-15 22:11:16.776	12m 30s	12m 28s	100.4%	989.5 MB	4.2 GB	10.5 GB	1.8 MB
18	33/1c0da2	4127489	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_IP_VEH_REP2_T1)	COMPLETED	0	2023-06-15 22:23:47.012	50.1s	48s	106.2%	991.1 MB	4.2 GB	730.7 MB	1.9 MB
20	d9/15520f	4129013	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (INPUT_E2_REP1_T1)	COMPLETED	0	2023-06-15 22:24:37.101	1m 11s	1m 9s	105.7%	988.4 MB	4.2 GB	958.2 MB	1.8 MB
35	e0/54f92b	4130905	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (INPUT_VEH_REP2_T1)	COMPLETED	0	2023-06-15 22:25:48.253	1m 21s	1m 20s	104.8%	990.3 MB	4.2 GB	1.1 GB	1.8 MB
32	79/693188	4133020	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (INPUT_VEH_REP1_T1)	COMPLETED	0	2023-06-15 22:27:09.365	1m 27s	1m 26s	104.4%	990.6 MB	4.2 GB	1.1 GB	1.8 MB
11	42/09002c	4074226	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_TKO_REP2_T1)	COMPLETED	0	2023-06-15 22:01:32.102	27m 14s	27m 13s	406.9%	3.1 GB	3.8 GB	160.7 GB	150.7 GB
24	b9/b57c4d	4135208	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (INPUT_NTKO_REP1_T1)	COMPLETED	0	2023-06-15 22:28:36.439	11m 46s	11m 45s	100.0%	988.6 MB	4.2 GB	10 GB	1.8 MB
30	1b/eb77a1	4177529	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (INPUT_TKO_REP2_T1)	COMPLETED	0	2023-06-15 22:40:22.672	11m 45s	11m 44s	100.3%	989.2 MB	4.2 GB	10.1 GB	1.8 MB
5	52/436dbe	4135993	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP1_T1)	COMPLETED	0	2023-06-15 22:28:46.279	25m 32s	25m 32s	413.7%	3.2 GB	3.8 GB	154.3 GB	144.7 GB
26	43/93dc46	4190466	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (INPUT_NTKO_REP2_T1)	COMPLETED	0	2023-06-15 22:52:07.946	12m 34s	12m 32s	100.1%	989.4 MB	4.2 GB	10.6 GB	1.8 MB
